timestamp,TimeUS,Ground_Truth
152.86205400,152862054,0
152.86257800,152862578,0
152.86310600,152863106,0
152.86363400,152863634,0
152.86415900,152864159,0
152.86468400,152864684,0
152.86520800,152865208,0
152.86573500,152865735,0
152.86640600,152866406,0
152.86693500,152866935,0
152.86746400,152867464,0
152.86799800,152867998,0
152.86852300,152868523,0
152.86904800,152869048,0
152.86957600,152869576,0
152.87010200,152870102,0
152.87063000,152870630,0
152.87115700,152871157,0
152.87168100,152871681,0
152.87220400,152872204,0
152.87273000,152872730,0
152.87343500,152873435,0
152.87395800,152873958,0
152.87448200,152874482,0
152.87500800,152875008,0
152.87553600,152875536,0
152.87606100,152876061,0
152.87658600,152876586,0
152.87711100,152877111,0
152.87764100,152877641,0
152.87818500,152878185,0
152.87870900,152878709,0
152.87923400,152879234,0
152.87993600,152879936,0
152.88046300,152880463,0
152.88099200,152880992,0
152.88152400,152881524,0
152.88205000,152882050,0
152.88257500,152882575,0
152.88310600,152883106,0
152.88363400,152883634,0
152.88416100,152884161,0
152.88468500,152884685,0
152.88521000,152885210,0
152.88574000,152885740,0
152.88637900,152886379,0
152.88696700,152886967,0
152.88749400,152887494,0
152.88802100,152888021,0
152.88854900,152888549,0
152.88907400,152889074,0
152.88959800,152889598,0
152.89012400,152890124,0
152.89065900,152890659,0
152.89118500,152891185,0
152.89170900,152891709,0
152.89223300,152892233,0
152.89294600,152892946,0
152.89347200,152893472,0
152.89399900,152893999,0
152.89452800,152894528,0
152.89505800,152895058,0
152.89559000,152895590,0
152.89611600,152896116,0
152.89664100,152896641,0
152.89716600,152897166,0
152.89769100,152897691,0
152.89821700,152898217,0
152.89874300,152898743,0
152.89940700,152899407,0
152.89993700,152899937,0
152.90046600,152900466,0
152.90099200,152900992,0
152.90152300,152901523,0
152.90204700,152902047,0
152.90257100,152902571,0
152.90310200,152903102,0
152.90362800,152903628,0
152.90415300,152904153,0
152.90467800,152904678,0
152.90520200,152905202,0
152.90572900,152905729,0
152.90642000,152906420,0
152.90694300,152906943,0
152.90746600,152907466,0
152.90799400,152907994,0
152.90852000,152908520,0
152.90904300,152909043,0
152.90956600,152909566,0
152.91009100,152910091,0
152.91062100,152910621,0
152.91114700,152911147,0
152.91167100,152911671,0
152.91219600,152912196,0
152.91272100,152912721,0
152.91328100,152913281,0
152.91393800,152913938,0
152.91446300,152914463,0
152.91498800,152914988,0
152.91551700,152915517,0
152.91604300,152916043,0
152.91656700,152916567,0
152.91709400,152917094,0
152.91761900,152917619,0
152.91815900,152918159,0
152.91868500,152918685,0
152.91920900,152919209,0
152.91973300,152919733,0
152.92041500,152920415,0
152.92094300,152920943,0
152.92146600,152921466,0
152.92199000,152921990,0
152.92251700,152922517,0
152.92304600,152923046,0
152.92357300,152923573,0
152.92409700,152924097,0
152.92462300,152924623,0
152.92514700,152925147,0
152.92568900,152925689,0
152.92621500,152926215,0
152.92673900,152926739,0
152.92743100,152927431,0
152.92795700,152927957,0
152.92848200,152928482,0
152.92900700,152929007,0
152.92953300,152929533,0
152.93006000,152930060,0
152.93058900,152930589,0
152.93111700,152931117,0
152.93164400,152931644,0
152.93217700,152932177,0
152.93270400,152932704,0
152.93323300,152933233,0
152.93388000,152933880,0
152.93443600,152934436,0
152.93496100,152934961,0
152.93549000,152935490,0
152.93601600,152936016,0
152.93654500,152936545,0
152.93707200,152937072,0
152.93760500,152937605,0
152.93813400,152938134,0
152.93865900,152938659,0
152.93918200,152939182,0
152.93971100,152939711,0
152.94023500,152940235,0
152.94090800,152940908,0
152.94143200,152941432,0
152.94195500,152941955,0
152.94248200,152942482,0
152.94301200,152943012,0
152.94354000,152943540,0
152.94406700,152944067,0
152.94459100,152944591,0
152.94511600,152945116,0
