timestamp,TimeUS,GYROx
149.92418700,149924187,0.002632036805152893
149.92469600,149924696,0.002632036805152893
149.92524200,149925242,0.002632036805152893
149.92576300,149925763,0.0015678172931075096
149.92628400,149926284,0.0015678172931075096
149.92681200,149926812,0.0005035977810621262
149.92753800,149927538,0.002632036805152893
149.92755800,149927558,0.0015678172931075096
149.92806500,149928065,0.0005035977810621262
149.92855400,149928554,0.0015678172931075096
149.92908100,149929081,0.0015678172931075096
149.92960200,149929602,-0.0005606217309832573
149.93016100,149930161,0.0005035977810621262
149.93067400,149930674,0.0015678172931075096
149.93120100,149931201,0.0015678172931075096
149.93172400,149931724,0.002632036805152893
149.93224600,149932246,0.0005035977810621262
149.93279000,149932790,0.0005035977810621262
149.93330300,149933303,0.002632036805152893
149.93388100,149933881,0.0015678172931075096
149.93449300,149934493,0.0005035977810621262
149.93503900,149935039,0.0005035977810621262
149.93559700,149935597,0.0005035977810621262
149.93610800,149936108,0.0005035977810621262
149.93612900,149936129,0.0005035977810621262
149.93661000,149936610,0.0005035977810621262
149.93713300,149937133,0.0005035977810621262
149.93767900,149937679,0.0015678172931075096
149.93819100,149938191,0.0005035977810621262
149.93871100,149938711,0.0015678172931075096
149.93923700,149939237,0.0015678172931075096
149.93976100,149939761,-0.0005606217309832573
149.94028900,149940289,0.0015678172931075096
149.94081500,149940815,0.0015678172931075096
149.94148300,149941483,0.0005035977810621262
149.94200700,149942007,0.002632036805152893
149.94254600,149942546,0.0036962563171982765
149.94307100,149943071,0.002632036805152893
149.94359400,149943594,0.0015678172931075096
149.94411700,149944117,0.0005035977810621262
149.94464300,149944643,0.0005035977810621262
149.94520300,149945203,0.0005035977810621262
149.94522400,149945224,0.0005035977810621262
149.94570300,149945703,0.0015678172931075096
149.94622400,149946224,0.002632036805152893
149.94675000,149946750,0.002632036805152893
149.94727200,149947272,0.0005035977810621262
149.94780200,149947802,0.0005035977810621262
149.94832500,149948325,0.0015678172931075096
149.94897900,149948979,0.0015678172931075096
149.94950200,149949502,0.0015678172931075096
149.95003900,149950039,0.0015678172931075096
149.95056100,149950561,0.0005035977810621262
149.95108600,149951086,0.0015678172931075096
149.95160800,149951608,0.0015678172931075096
149.95213200,149952132,-0.0005606217309832573
149.95267400,149952674,0.0005035977810621262
149.95319000,149953190,0.0005035977810621262
149.95371500,149953715,-0.0016248412430286407
149.95423800,149954238,-0.0005606217309832573
149.95476000,149954760,0.0005035977810621262
149.95532000,149955320,0.0005035977810621262
149.95534300,149955343,0.0015678172931075096
149.95581900,149955819,0.0015678172931075096
149.95648900,149956489,0.0015678172931075096
149.95701800,149957018,0.002632036805152893
149.95754500,149957545,0.002632036805152893
149.95809100,149958091,0.0015678172931075096
149.95859700,149958597,0.0015678172931075096
149.95912900,149959129,0.0005035977810621262
149.95965000,149959650,0.0005035977810621262
149.96018600,149960186,0.0015678172931075096
149.96070500,149960705,0.0005035977810621262
149.96122500,149961225,0.0015678172931075096
149.96175100,149961751,0.002632036805152893
149.96227600,149962276,0.0015678172931075096
149.96280700,149962807,0.0015678172931075096
149.96340800,149963408,0.0036962563171982765
149.96342900,149963429,0.0015678172931075096
149.96398600,149963986,0.0015678172931075096
149.96450800,149964508,0.002632036805152893
149.96504600,149965046,0.0005035977810621262
149.96556400,149965564,0.0005035977810621262
149.96608600,149966086,0.0015678172931075096
149.96660900,149966609,0.002632036805152893
149.96713700,149967137,0.002632036805152893
149.96767600,149967676,0.0015678172931075096
149.96820000,149968200,0.0015678172931075096
149.96872200,149968722,0.0015678172931075096
149.96924600,149969246,0.0015678172931075096
149.96977100,149969771,0.0005035977810621262
149.97030000,149970300,0.0015678172931075096
149.97082400,149970824,0.002632036805152893
149.97150500,149971505,0.0005035977810621262
149.97153300,149971533,-0.0016248412430286407
149.97200300,149972003,-0.0016248412430286407
149.97253600,149972536,0.0005035977810621262
149.97306600,149973066,0.0005035977810621262
149.97358500,149973585,0.0005035977810621262
149.97411200,149974112,0.002632036805152893
149.97463300,149974633,0.0015678172931075096
149.97517800,149975178,-0.0016248412430286407
149.97570000,149975700,0.0005035977810621262
149.97622100,149976221,0.0015678172931075096
149.97674500,149976745,0.0015678172931075096
149.97726900,149977269,0.0015678172931075096
149.97779800,149977798,0.0015678172931075096
149.97832200,149978322,0.0015678172931075096
149.97897800,149978978,0.0015678172931075096
149.97950100,149979501,0.0015678172931075096
149.98003900,149980039,0.0015678172931075096
149.98060200,149980602,0.0015678172931075096
149.98111600,149981116,0.0015678172931075096
149.98113700,149981137,0.0005035977810621262
149.98161200,149981612,0.0005035977810621262
149.98214900,149982149,0.0005035977810621262
149.98267700,149982677,0.0005035977810621262
149.98320500,149983205,0.0015678172931075096
149.98372400,149983724,0.002632036805152893
149.98425200,149984252,0.0015678172931075096
149.98477300,149984773,0.0015678172931075096
149.98530700,149985307,0.00476047582924366
149.98588300,149985883,0.002632036805152893
149.98647900,149986479,0.0005035977810621262
149.98700400,149987004,0.0015678172931075096
149.98753900,149987539,-0.0005606217309832573
149.98809400,149988094,-0.0005606217309832573
149.98861300,149988613,0.0005035977810621262
149.98914500,149989145,0.0015678172931075096
149.98969300,149989693,0.0005035977810621262
149.98971300,149989713,-0.0005606217309832573
149.99021300,149990213,0.0015678172931075096
149.99072800,149990728,0.002632036805152893
149.99126000,149991260,0.0015678172931075096
149.99177800,149991778,0.0005035977810621262
149.99230200,149992302,0.0015678172931075096
149.99288600,149992886,0.0015678172931075096
149.99349700,149993497,0.0005035977810621262
149.99401800,149994018,-0.0005606217309832573
149.99454400,149994544,0.0015678172931075096
149.99507500,149995075,0.002632036805152893
149.99560300,149995603,0.002632036805152893
149.99612600,149996126,0.0015678172931075096
149.99664800,149996648,0.0015678172931075096
149.99717300,149997173,-0.0005606217309832573
149.99771600,149997716,0.0005035977810621262
149.99823800,149998238,0.0036962563171982765
149.99875900,149998759,0.0015678172931075096
149.99931100,149999311,-0.0016248412430286407
149.99933300,149999333,-0.0005606217309832573
149.99980800,149999808,0.0005035977810621262
150.00049400,150000494,0.0005035977810621262
150.00101500,150001015,0.0005035977810621262
150.00154300,150001543,0.0005035977810621262
150.00205900,150002059,0.0015678172931075096
150.00260000,150002600,0.002632036805152893
150.00315500,150003155,0.002632036805152893
150.00368100,150003681,0.002632036805152893
150.00420100,150004201,0.0015678172931075096
150.00473600,150004736,0.0015678172931075096
150.00527100,150005271,0.0005035977810621262
150.00580000,150005800,0.0005035977810621262
