timestamp,TimeUS,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14
151.59386400,151593864,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.59545400,151595454,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.59790900,151597909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.60041800,151600418,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.60289300,151602893,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.60615400,151606154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.60791300,151607913,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.61041300,151610413,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.61290700,151612907,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.61543500,151615435,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.61836900,151618369,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.62039500,151620395,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.62299200,151622992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.62542700,151625427,0,0,0,0,0,0,0,0,0,0,0,0,0,0
