timestamp,acc.x,acc.y,acc.z,gyro.x,gyro.y,gyro.z,stateEstimate.x,stateEstimate.y,stateEstimate.z,stabilizer.roll,stabilizer.pitch,stabilizer.yaw,groundtruth
7064,0.0190806668251752,-0.0057873525656759,1.0011441707611084,-0.2438880950212478,0.0542604029178619,-0.0831659361720085,0.0007410838734358,0.0009254282340407,0.0222575049847364,-0.4578703939914703,0.9105134606361388,0.0470430068671703,0
7094,0.0192237999290227,-0.0072533944621682,1.0018198490142822,-0.031049758195877,0.0168108530342578,0.0187717974185943,0.0007451467681676,-0.0001195038857986,0.0214619357138872,-0.412374883890152,0.9157050848007202,0.0468501485884189,0
7094,0.0192237999290227,-0.0072533944621682,1.0018198490142822,-0.031049758195877,0.0168108530342578,0.0187717974185943,0.00073519005673,-0.0008890398894436,0.0214404109865427,-0.3805482387542724,0.9162018299102784,0.0449292622506618,0
7184,0.0169299002736806,-0.0076158698648214,0.9992835521697998,-0.206472709774971,0.0526882447302341,0.044322270900011,0.0007212247583083,-0.0008425916894339,0.0224263109266757,-0.3777791857719421,0.9160497784614564,0.0447258539497852,0
7224,0.0167392883449792,-0.0068297428078949,0.9991955161094666,0.1650304198265075,-0.1686858087778091,0.2101761698722839,0.0007327368366532,-0.0001040343267959,0.0225565023720264,-0.4121833741664886,0.9122666716575624,0.0457047559320926,0
7334,0.0172473415732383,-0.0071090930141508,1.0008782148361206,0.1222268044948577,0.2612145543098449,0.1877918988466262,0.0009367072489112,-0.0007651471532881,0.0223296359181404,-0.3830739557743072,0.9090976119041444,0.0488658882677555,0
7364,0.0169230569154024,-0.0080521879717707,0.9983357191085817,-0.0061769732274115,-0.1306219398975372,0.0038894324097782,0.0007065990939736,0.0007663646247237,0.0230755414813756,-0.4481402039527893,0.91637921333313,0.0508822351694107,0
7374,0.0199193265289068,-0.0097179384902119,1.0003598928451538,0.0694345086812973,0.5174859762191772,0.0460985861718654,0.0007065990939736,0.0007663646247237,0.0230755414813756,-0.4481402039527893,0.91637921333313,0.0508822351694107,0
7414,0.0207290817052125,-0.0095282718539237,0.9985665678977966,0.1049989759922027,0.1076445057988166,0.0949929282069206,0.0007425372023135,-9.977634181268512e-05,0.0215764809399843,-0.4084897041320801,0.9127255082130432,0.0512028485536575,0
7494,0.0174110457301139,-0.0053961649537086,1.001593828201294,-0.0380797870457172,0.0529802814126014,0.0066051953472197,4.538697976386175e-05,-0.0001475250755902,0.0220001377165317,-0.0042624347843229,-0.0091319270431995,-0.0003379601112101,0
7524,0.0151674961671233,-0.0081253629177808,1.000475525856018,0.0707955658435821,0.2872971594333648,0.0784754604101181,0.0001367133227176,2.838571708707605e-05,0.0205052569508552,-0.1899785548448562,0.0491032674908638,-0.0009458896238356,0
7534,0.0169157870113849,-0.008433336392045,0.9992679953575134,-0.1512289643287658,-0.0481744445860385,-0.025571109727025,0.0002075070224236,2.714577021833975e-05,0.0204915795475244,-0.1894563138484954,0.0480745621025562,-0.0015607691602781,0
7544,0.0186330005526542,-0.0081582684069871,0.9993935823440552,0.1619434207677841,0.1581035852432251,-0.0943081900477409,0.0002075070224236,2.714577021833975e-05,0.0204915795475244,-0.1894563138484954,0.0480745621025562,-0.0015607691602781,0
