timestamp,stateEstimate.x,stateEstimate.y,stateEstimate.z,stabilizer.roll,stabilizer.pitch,stabilizer.yaw
51404,-0.8972576856613159,-0.7226762771606445,-0.23816250264644623,4.267787456512451,12.040423393249512,5.961796760559082
