timestamp,acc.x,acc.y,acc.z,gyro.x,gyro.y,gyro.z,groundtruth
51405,0.009407365694642067,0.0021004127338528633,-1.0479189157485962,-0.27559903264045715,-1.382211685180664,3.294064998626709,0
