timestamp,TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw,AEKF
8.75051200,8750512,0.0,2.65,0.0,2.98,0.0,0.0,0.01,1.0,3
8.75313800,8753138,0.0,2.65,0.0,2.98,0.0,0.0,0.01,1.0,3
8.75538300,8755383,0.0,2.65,0.0,2.98,0.0,0.0,0.01,1.0,3
8.75795200,8757952,0.0,2.65,0.0,2.98,0.0,0.0,0.01,1.0,3
8.76037500,8760375,0.0,2.65,0.0,2.98,0.0,0.0,0.01,1.0,3
8.76292000,8762920,0.0,2.65,0.0,2.98,0.0,0.0,0.01,1.0,3
8.76554200,8765542,0.0,2.65,0.0,2.98,0.0,0.0,0.01,1.0,3
8.76790500,8767905,0.0,2.65,0.0,2.98,0.0,0.0,0.01,1.0,3
8.77043900,8770439,0.0,2.65,0.0,2.98,0.0,0.0,0.01,1.0,3
8.77289200,8772892,0.0,2.65,0.0,2.98,0.0,0.0,0.01,1.0,3
8.77543300,8775433,0.0,2.65,0.0,2.98,0.0,0.0,0.01,1.0,3
8.77805200,8778052,0.0,2.65,0.0,2.98,0.0,0.0,0.01,1.0,3
8.78045900,8780459,0.0,2.65,0.0,2.98,0.0,0.0,0.01,1.0,3
8.78289500,8782895,0.0,2.65,0.0,2.98,0.0,0.0,0.01,1.0,3
8.78544700,8785447,0.0,2.65,0.0,2.98,0.0,0.0,0.01,1.0,3
8.78787800,8787878,0.0,2.65,0.0,2.98,0.0,0.0,0.01,1.0,3
8.79081700,8790817,0.0,2.65,0.0,2.98,0.0,0.0,0.01,1.0,3
8.79287200,8792872,0.0,2.65,0.0,2.98,0.0,0.0,0.01,1.0,3
8.79537200,8795372,0.0,2.65,0.0,2.98,0.0,0.0,0.01,1.0,3
8.79791500,8797915,0.0,2.65,0.0,2.98,0.0,0.0,0.01,1.0,3
8.80038500,8800385,0.0,2.65,0.0,2.98,0.0,0.0,0.01,1.0,3
8.80315300,8803153,0.0,2.65,0.0,2.98,0.0,0.0,0.01,1.0,3
8.80537300,8805373,0.0,2.65,0.0,2.98,0.0,0.0,0.01,1.0,3
8.80795400,8807954,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.81040800,8810408,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.81290500,8812905,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.81555100,8815551,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.81789100,8817891,0.0,2.65,0.0,2.98,0.0,0.0,0.01,1.0,3
8.82040500,8820405,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.82288100,8822881,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.82542100,8825421,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.82808000,8828080,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.83048800,8830488,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.83288100,8832881,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.83545000,8835450,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.83786800,8837868,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.84070900,8840709,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.84286800,8842868,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.84540900,8845409,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.84790400,8847904,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.85050400,8850504,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.85311900,8853119,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.85538000,8855380,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.85794300,8857943,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.86037000,8860370,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.86296400,8862964,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.86564500,8865645,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.86790400,8867904,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.87041300,8870413,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.87288700,8872887,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.87540900,8875409,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.87807200,8878072,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.88045500,8880455,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.88288300,8882883,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.88545200,8885452,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.88788300,8887883,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.89083100,8890831,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.89286700,8892867,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.89541400,8895414,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.89790800,8897908,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.90038500,8900385,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.90312900,8903129,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.90538000,8905380,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.90795300,8907953,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.91040300,8910403,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.91290900,8912909,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.91554200,8915542,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.91789200,8917892,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.92040900,8920409,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.92288200,8922882,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.92542200,8925422,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.92833500,8928335,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.93073100,8930731,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.93286900,8932869,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.93545900,8935459,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.93786500,8937865,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.94072300,8940723,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.94291200,8942912,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.94541900,8945419,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.94791400,8947914,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.95051500,8950515,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.95312000,8953120,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.95537900,8955379,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.95794300,8957943,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.96037100,8960371,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.96296200,8962962,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.96555300,8965553,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
8.96789700,8967897,0.0,2.64,0.0,2.98,0.0,0.0,0.01,1.0,3
