timestamp,TimeUS,ACCx
124.57812800,124578128,-0.11013327538967133
124.58315700,124583157,-0.1149216815829277
124.58833700,124588337,-0.11971008777618408
124.59336300,124593363,-0.1149216815829277
124.59839700,124598397,-0.1149216815829277
124.60342000,124603420,-0.11971008777618408
124.60845200,124608452,-0.11971008777618408
124.61397400,124613974,-0.11013327538967133
124.61900200,124619002,-0.11971008777618408
124.62402600,124624026,-0.11013327538967133
124.62905300,124629053,-0.11971008777618408
124.63408600,124634086,-0.12449848651885986
124.63911100,124639111,-0.11971008777618408
124.64413600,124644136,-0.1149216815829277
124.64916000,124649160,-0.11013327538967133
124.65433300,124654333,-0.11013327538967133
124.65936700,124659367,-0.11971008777618408
124.66439700,124664397,-0.11971008777618408
124.66941500,124669415,-0.11971008777618408
124.67444400,124674444,-0.11013327538967133
124.67946900,124679469,-0.10534487664699554
124.68449800,124684498,-0.11971008777618408
124.68952400,124689524,-0.11971008777618408
124.69454700,124694547,-0.11013327538967133
124.69957300,124699573,-0.11013327538967133
124.70460000,124704600,-0.11971008777618408
124.70962400,124709624,-0.1149216815829277
124.71465300,124714653,-0.1149216815829277
124.71971100,124719711,-0.11013327538967133
124.72481300,124724813,-0.11971008777618408
124.72983900,124729839,-0.1149216815829277
124.73486100,124734861,-0.11013327538967133
124.74038800,124740388,-0.1149216815829277
124.74542100,124745421,-0.11013327538967133
124.75045500,124750455,-0.1149216815829277
124.75547500,124755475,-0.11013327538967133
124.76050500,124760505,-0.1149216815829277
124.76553300,124765533,-0.1149216815829277
124.77055400,124770554,-0.1149216815829277
124.77558100,124775581,-0.11971008777618408
124.78060600,124780606,-0.1149216815829277
124.78563500,124785635,-0.11971008777618408
124.79065400,124790654,-0.1149216815829277
124.79580300,124795803,-0.10534487664699554
124.80082700,124800827,-0.1149216815829277
124.80585000,124805850,-0.1149216815829277
124.81087600,124810876,-0.11971008777618408
124.81590200,124815902,-0.1149216815829277
124.82092200,124820922,-0.11971008777618408
124.82595000,124825950,-0.1149216815829277
124.83097800,124830978,-0.10534487664699554
124.83600300,124836003,-0.11971008777618408
124.84152900,124841529,-0.12449848651885986
124.84655500,124846555,-0.11013327538967133
124.85158200,124851582,-0.11013327538967133
124.85660800,124856608,-0.10055647045373917
124.86163900,124861639,-0.1149216815829277
124.86666400,124866664,-0.1149216815829277
124.87184600,124871846,-0.10534487664699554
124.87686900,124876869,-0.1149216815829277
124.88188900,124881889,-0.11971008777618408
124.88691400,124886914,-0.11971008777618408
124.89194400,124891944,-0.1149216815829277
124.89697800,124896978,-0.12449848651885986
124.90200500,124902005,-0.1149216815829277
124.90702300,124907023,-0.1149216815829277
124.91205000,124912050,-0.10055647045373917
124.91707500,124917075,-0.11013327538967133
124.92210000,124922100,-0.11971008777618408
124.92712900,124927129,-0.11971008777618408
124.93215600,124932156,-0.12449848651885986
124.93730400,124937304,-0.10534487664699554
124.94232400,124942324,-0.10534487664699554
124.94735300,124947353,-0.1149216815829277
124.95237700,124952377,-0.1149216815829277
124.95740000,124957400,-0.11971008777618408
124.96242500,124962425,-0.1149216815829277
124.96795200,124967952,-0.1149216815829277
124.97298000,124972980,-0.11971008777618408
124.97801100,124978011,-0.11971008777618408
124.98303300,124983033,-0.11971008777618408
124.98806300,124988063,-0.12449848651885986
124.99308900,124993089,-0.10534487664699554
124.99811400,124998114,-0.1149216815829277
125.00313500,125003135,-0.11013327538967133
125.00816000,125008160,-0.1149216815829277
125.01333800,125013338,-0.11971008777618408
125.01837000,125018370,-0.11971008777618408
125.02339100,125023391,-0.10534487664699554
125.02842100,125028421,-0.1149216815829277
125.03344900,125033449,-0.11013327538967133
125.03847000,125038470,-0.1149216815829277
125.04349100,125043491,-0.11013327538967133
125.04851600,125048516,-0.10534487664699554
125.05354700,125053547,-0.1149216815829277
125.05857300,125058573,-0.11013327538967133
125.06360000,125063600,-0.1149216815829277
125.06862300,125068623,-0.11971008777618408
125.07365400,125073654,-0.10534487664699554
125.07882800,125078828,-0.1149216815829277
125.08392000,125083920,-0.1149216815829277
125.08894000,125088940,-0.11971008777618408
125.09396900,125093969,-0.11971008777618408
125.09899700,125098997,-0.1149216815829277
125.10402600,125104026,-0.1149216815829277
125.10906800,125109068,-0.11971008777618408
125.11410100,125114101,-0.11971008777618408
125.11962900,125119629,-0.1149216815829277
125.12465500,125124655,-0.11971008777618408
125.12931000,125129310,-0.11013327538967133
125.13434100,125134341,-0.1149216815829277
125.13986700,125139867,-0.1149216815829277
125.14489200,125144892,-0.1149216815829277
125.14991900,125149919,-0.10534487664699554
125.15494000,125154940,-0.11971008777618408
125.15996600,125159966,-0.11971008777618408
125.16498800,125164988,-0.1149216815829277
125.17001300,125170013,-0.1149216815829277
125.17503500,125175035,-0.11013327538967133
125.18005800,125180058,-0.11013327538967133
125.18508700,125185087,-0.11013327538967133
125.19011500,125190115,-0.11971008777618408
125.19513800,125195138,-0.1149216815829277
125.20016000,125200160,-0.1149216815829277
125.20530500,125205305,-0.11971008777618408
125.21033100,125210331,-0.1149216815829277
125.21535300,125215353,-0.1149216815829277
125.22038100,125220381,-0.11013327538967133
125.22540700,125225407,-0.11971008777618408
125.23043100,125230431,-0.1149216815829277
125.23595600,125235956,-0.11971008777618408
125.24097500,125240975,-0.11971008777618408
125.24601300,125246013,-0.11013327538967133
125.25103800,125251038,-0.10534487664699554
125.25606600,125256066,-0.1149216815829277
125.26108800,125261088,-0.1149216815829277
125.26611400,125266114,-0.11971008777618408
125.27113500,125271135,-0.11013327538967133
125.27615900,125276159,-0.1149216815829277
