timestamp,TimeUS,GYROx
timestamp,TimeUS,GYROx,TimeUS,GYROx
124.58223600,124582236,-0.0004671430215239525,124582236,-0.0004671430215239525
124.58763400,124587634,-0.0004671430215239525,124587634,-0.0004671430215239525
124.59263200,124592632,-0.0004671430215239525,124592632,-0.0004671430215239525
124.59763300,124597633,0.0005981539143249393,124597633,0.0005981539143249393
124.60263400,124602634,0.0016634507337585092,124602634,0.0016634507337585092
124.60763200,124607632,0.002728747669607401,124607632,0.002728747669607401
124.61263600,124612636,0.0037940447218716145,124612636,0.0037940447218716145
124.61763200,124617632,0.004859341308474541,124617632,0.004859341308474541
124.62263300,124622633,0.004859341308474541,124622633,0.004859341308474541
124.62763400,124627634,0.0037940447218716145,124627634,0.0037940447218716145
124.63266100,124632661,0.002728747669607401,124632661,0.002728747669607401
124.63769600,124637696,0.0016634507337585092,124637696,0.0016634507337585092
124.64272400,124642724,0.0005981539143249393,124642724,0.0005981539143249393
124.64774500,124647745,0.0016634507337585092,124647745,0.0016634507337585092
124.65263300,124652633,0.0016634507337585092,124652633,0.0016634507337585092
124.65763400,124657634,0.002728747669607401,124657634,0.002728747669607401
124.66263400,124662634,0.0037940447218716145,124662634,0.0037940447218716145
124.66763300,124667633,0.0037940447218716145,124667633,0.0037940447218716145
124.67263700,124672637,0.002728747669607401,124672637,0.002728747669607401
124.67764200,124677642,0.0016634507337585092,124677642,0.0016634507337585092
124.68263300,124682633,0.0016634507337585092,124682633,0.0016634507337585092
124.68763600,124687636,0.0005981539143249393,124687636,0.0005981539143249393
124.69263200,124692632,0.0005981539143249393,124692632,0.0005981539143249393
124.69766000,124697660,0.0005981539143249393,124697660,0.0005981539143249393
124.70268300,124702683,0.0016634507337585092,124702683,0.0016634507337585092
124.70770700,124707707,0.0016634507337585092,124707707,0.0016634507337585092
124.71273300,124712733,0.0016634507337585092,124712733,0.0016634507337585092
124.71763300,124717633,0.0016634507337585092,124717633,0.0016634507337585092
124.72263700,124722637,0.0005981539143249393,124722637,0.0005981539143249393
124.72763800,124727638,0.0005981539143249393,124727638,0.0005981539143249393
124.73263200,124732632,0.0005981539143249393,124732632,0.0005981539143249393
124.73763300,124737633,0.002728747669607401,124737633,0.002728747669607401
124.74263400,124742634,0.002728747669607401,124742634,0.002728747669607401
124.74763300,124747633,0.0037940447218716145,124747633,0.0037940447218716145
124.75263300,124752633,0.002728747669607401,124752633,0.002728747669607401
124.75764100,124757641,0.0016634507337585092,124757641,0.0016634507337585092
124.76263300,124762633,0.0016634507337585092,124762633,0.0016634507337585092
124.76764100,124767641,0.0016634507337585092,124767641,0.0016634507337585092
124.77267300,124772673,0.0016634507337585092,124772673,0.0016634507337585092
124.77769100,124777691,0.0016634507337585092,124777691,0.0016634507337585092
124.78271700,124782717,0.0016634507337585092,124782717,0.0016634507337585092
124.78775100,124787751,0.0016634507337585092,124787751,0.0016634507337585092
124.79263800,124792638,0.0016634507337585092,124792638,0.0016634507337585092
124.79813500,124798135,0.0016634507337585092,124798135,0.0016634507337585092
124.80313400,124803134,0.0005981539143249393,124803134,0.0005981539143249393
124.80813700,124808137,0.0005981539143249393,124808137,0.0005981539143249393
124.81313500,124813135,0.0005981539143249393,124813135,0.0005981539143249393
124.81813400,124818134,0.0005981539143249393,124818134,0.0005981539143249393
124.82313500,124823135,0.0005981539143249393,124823135,0.0005981539143249393
124.82813500,124828135,-0.0004671430215239525,124828135,-0.0004671430215239525
124.83313600,124833136,-0.0004671430215239525,124833136,-0.0004671430215239525
124.83813200,124838132,-0.0004671430215239525,124838132,-0.0004671430215239525
124.84313600,124843136,-0.0004671430215239525,124843136,-0.0004671430215239525
124.84815900,124848159,-0.0004671430215239525,124848159,-0.0004671430215239525
124.85319300,124853193,-0.0004671430215239525,124853193,-0.0004671430215239525
124.85822000,124858220,0.0005981539143249393,124858220,0.0005981539143249393
124.86325000,124863250,0.0005981539143249393,124863250,0.0005981539143249393
124.86813400,124868134,0.0005981539143249393,124868134,0.0005981539143249393
124.87313500,124873135,0.0005981539143249393,124873135,0.0005981539143249393
124.87813600,124878136,0.0005981539143249393,124878136,0.0005981539143249393
124.88313500,124883135,0.0005981539143249393,124883135,0.0005981539143249393
124.88813400,124888134,0.0005981539143249393,124888134,0.0005981539143249393
124.89313600,124893136,0.0016634507337585092,124893136,0.0016634507337585092
124.89813800,124898138,0.002728747669607401,124898138,0.002728747669607401
124.90313600,124903136,0.002728747669607401,124903136,0.002728747669607401
124.90813800,124908138,0.0016634507337585092,124908138,0.0016634507337585092
124.91316200,124913162,0.0005981539143249393,124913162,0.0005981539143249393
124.91818900,124918189,-0.0004671430215239525,124918189,-0.0004671430215239525
124.92321600,124923216,-0.0004671430215239525,124923216,-0.0004671430215239525
124.92825500,124928255,-0.0004671430215239525,124928255,-0.0004671430215239525
124.93313700,124933137,0.0005981539143249393,124933137,0.0005981539143249393
124.93813700,124938137,0.002728747669607401,124938137,0.002728747669607401
124.94313600,124943136,0.0037940447218716145,124943136,0.0037940447218716145
124.94813700,124948137,0.0037940447218716145,124948137,0.0037940447218716145
124.95313800,124953138,0.002728747669607401,124953138,0.002728747669607401
124.95813900,124958139,0.002728747669607401,124958139,0.002728747669607401
124.96313600,124963136,0.002728747669607401,124963136,0.002728747669607401
124.96814000,124968140,0.002728747669607401,124968140,0.002728747669607401
124.97313700,124973137,0.002728747669607401,124973137,0.002728747669607401
124.97816300,124978163,0.002728747669607401,124978163,0.002728747669607401
124.98318300,124983183,0.002728747669607401,124983183,0.002728747669607401
124.98821300,124988213,0.0016634507337585092,124988213,0.0016634507337585092
124.99329400,124993294,0.0016634507337585092,124993294,0.0016634507337585092
124.99829800,124998298,0.0016634507337585092,124998298,0.0016634507337585092
125.00330500,125003305,0.0016634507337585092,125003305,0.0016634507337585092
125.00832300,125008323,0.0016634507337585092,125008323,0.0016634507337585092
125.01313300,125013133,0.0005981539143249393,125013133,0.0005981539143249393
125.01813600,125018136,-0.0004671430215239525,125018136,-0.0004671430215239525
125.02363800,125023638,-0.0004671430215239525,125023638,-0.0004671430215239525
125.02863200,125028632,-0.0004671430215239525,125028632,-0.0004671430215239525
125.03363700,125033637,-0.0004671430215239525,125033637,-0.0004671430215239525
125.03867200,125038672,-0.0004671430215239525,125038672,-0.0004671430215239525
125.04365100,125043651,-0.0004671430215239525,125043651,-0.0004671430215239525
125.04868900,125048689,0.0005981539143249393,125048689,0.0005981539143249393
125.05369700,125053697,0.0005981539143249393,125053697,0.0005981539143249393
125.05877600,125058776,0.0005981539143249393,125058776,0.0005981539143249393
125.06378200,125063782,0.0005981539143249393,125063782,0.0005981539143249393
125.06880200,125068802,0.0016634507337585092,125068802,0.0016634507337585092
125.07380400,125073804,0.0016634507337585092,125073804,0.0016634507337585092
125.07863300,125078633,0.0005981539143249393,125078633,0.0005981539143249393
125.08363400,125083634,0.0005981539143249393,125083634,0.0005981539143249393
125.08863300,125088633,-0.0004671430215239525,125088633,-0.0004671430215239525
125.09364100,125093641,-0.0004671430215239525,125093641,-0.0004671430215239525
125.09863500,125098635,-0.0004671430215239525,125098635,-0.0004671430215239525
125.10363600,125103636,-0.0004671430215239525,125103636,-0.0004671430215239525
125.10863500,125108635,0.0005981539143249393,125108635,0.0005981539143249393
125.11367400,125113674,0.0016634507337585092,125113674,0.0016634507337585092
125.11870800,125118708,0.0016634507337585092,125118708,0.0016634507337585092
125.12373800,125123738,0.002728747669607401,125123738,0.002728747669607401
125.12863600,125128636,0.002728747669607401,125128636,0.002728747669607401
125.13364100,125133641,0.0016634507337585092,125133641,0.0016634507337585092
125.13863600,125138636,0.0016634507337585092,125138636,0.0016634507337585092
125.14363700,125143637,0.0005981539143249393,125143637,0.0005981539143249393
125.14863400,125148634,0.0005981539143249393,125148634,0.0005981539143249393
