timestamp,TimeUS,GYROx
124.57814600,124578146,0.0022701723501086235
124.58316300,124583163,0.0022701723501086235
124.58834500,124588345,0.0022701723501086235
124.59337000,124593370,0.0022701723501086235
124.59840400,124598404,0.00120595283806324
124.60342600,124603426,0.0022701723501086235
124.60845800,124608458,0.0022701723501086235
124.61398100,124613981,0.0022701723501086235
124.61900800,124619008,0.0022701723501086235
124.62403200,124624032,0.0022701723501086235
124.62906200,124629062,0.0022701723501086235
124.63409200,124634092,0.0022701723501086235
124.63911700,124639117,0.0022701723501086235
124.64414600,124644146,0.00120595283806324
124.64916600,124649166,0.00120595283806324
124.65433900,124654339,0.0022701723501086235
124.65937300,124659373,0.00120595283806324
124.66440400,124664404,0.003334391862154007
124.66942100,124669421,0.00120595283806324
124.67445100,124674451,0.00120595283806324
124.67947500,124679475,0.0022701723501086235
124.68450500,124684505,0.0022701723501086235
124.68953300,124689533,0.0022701723501086235
124.69455300,124694553,0.00120595283806324
124.69957900,124699579,0.0022701723501086235
124.70460600,124704606,0.0022701723501086235
124.70963400,124709634,0.0022701723501086235
124.71465900,124714659,0.0022701723501086235
124.71971700,124719717,0.0022701723501086235
124.72482000,124724820,0.0022701723501086235
124.72984400,124729844,0.0022701723501086235
124.73486700,124734867,0.00120595283806324
124.74039500,124740395,0.00120595283806324
124.74542800,124745428,0.0022701723501086235
124.75046100,124750461,0.0022701723501086235
124.75548300,124755483,0.00120595283806324
124.76051100,124760511,0.0022701723501086235
124.76554100,124765541,0.0022701723501086235
124.77056000,124770560,0.00120595283806324
124.77558700,124775587,0.00120595283806324
124.78061200,124780612,0.00120595283806324
124.78564100,124785641,0.0022701723501086235
124.79066000,124790660,0.0022701723501086235
124.79580900,124795809,0.0022701723501086235
124.80083400,124800834,0.00120595283806324
124.80585600,124805856,0.0022701723501086235
124.81088200,124810882,0.0022701723501086235
124.81590800,124815908,0.00120595283806324
124.82092800,124820928,0.003334391862154007
124.82595600,124825956,0.0022701723501086235
124.83098300,124830983,0.003334391862154007
124.83600900,124836009,0.00120595283806324
124.84153500,124841535,0.0022701723501086235
124.84656000,124846560,0.0022701723501086235
124.85158800,124851588,0.0022701723501086235
124.85661400,124856614,0.00120595283806324
124.86164500,124861645,0.00120595283806324
124.86667000,124866670,0.0022701723501086235
124.87185200,124871852,0.0022701723501086235
124.87687500,124876875,0.0022701723501086235
124.88189500,124881895,0.0022701723501086235
124.88692000,124886920,0.00120595283806324
124.89195200,124891952,0.00120595283806324
124.89698700,124896987,0.0022701723501086235
124.90201100,124902011,0.0022701723501086235
124.90703100,124907031,0.0022701723501086235
124.91205600,124912056,0.00120595283806324
124.91708100,124917081,0.0022701723501086235
124.92210700,124922107,0.00120595283806324
124.92713500,124927135,0.00120595283806324
124.93216200,124932162,0.0022701723501086235
124.93731000,124937310,0.0022701723501086235
124.94233000,124942330,0.00120595283806324
124.94736000,124947360,0.00120595283806324
124.95238300,124952383,0.0022701723501086235
124.95740600,124957406,0.003334391862154007
124.96243100,124962431,0.0022701723501086235
124.96795800,124967958,0.0022701723501086235
124.97298700,124972987,0.0022701723501086235
124.97801700,124978017,0.0022701723501086235
124.98303900,124983039,0.0022701723501086235
124.98806900,124988069,0.0022701723501086235
124.99309500,124993095,0.0022701723501086235
124.99812000,124998120,0.0022701723501086235
125.00314100,125003141,0.0022701723501086235
125.00816500,125008165,0.0022701723501086235
125.01334300,125013343,0.0022701723501086235
125.01837700,125018377,0.0022701723501086235
125.02339600,125023396,0.00120595283806324
125.02842700,125028427,0.0022701723501086235
