timestamp,TimeUS,GYROx
153.17465800,153174658,0.0013522570952773094
153.25568000,153255680,0.0013522570952773094
153.33620600,153336206,0.0013522570952773094
153.41723300,153417233,0.0013522570952773094
153.49826400,153498264,0.0013522570952773094
153.57897100,153578971,0.00028803758323192596
153.66000900,153660009,0.0013522570952773094
153.74103500,153741035,0.0013522570952773094
153.82206500,153822065,0.0013522570952773094
153.90260400,153902604,0.0013522570952773094
153.98363300,153983633,0.0013522570952773094
154.06466400,154064664,0.0013522570952773094
154.14569400,154145694,0.0013522570952773094
154.22622100,154226221,0.0013522570952773094
154.30725100,154307251,0.00028803758323192596
154.38828300,154388283,0.0013522570952773094
154.46896900,154468969,0.0013522570952773094
154.55001800,154550018,0.0013522570952773094
154.63104500,154631045,0.0013522570952773094
154.71207200,154712072,0.0013522570952773094
154.79261000,154792610,0.00028803758323192596
154.87364200,154873642,0.0013522570952773094
154.95467300,154954673,0.0013522570952773094
155.03570600,155035706,0.0013522570952773094
155.11623300,155116233,0.0013522570952773094
155.19726500,155197265,0.0013522570952773094
155.27848800,155278488,0.0013522570952773094
155.35901700,155359017,0.002416476607322693
155.44005300,155440053,0.0013522570952773094
155.52107800,155521078,0.0013522570952773094
155.60210700,155602107,0.00028803758323192596
155.68265800,155682658,0.00028803758323192596
155.76368600,155763686,0.0013522570952773094
155.84471500,155844715,0.0013522570952773094
155.92574900,155925749,0.0013522570952773094
156.00627400,156006274,0.0013522570952773094
156.08755600,156087556,0.0013522570952773094
156.16808800,156168088,0.0013522570952773094
156.24911500,156249115,0.0013522570952773094
156.33017100,156330171,0.00028803758323192596
156.41070700,156410707,0.00028803758323192596
156.49173400,156491734,0.0013522570952773094
156.57276700,156572767,0.0013522570952773094
156.65347600,156653476,0.0013522570952773094
156.73450900,156734509,0.0013522570952773094
156.81553900,156815539,0.00028803758323192596
156.89656700,156896567,0.0013522570952773094
156.90860000,156908600,0.00028803758323192596
156.90912400,156909124,0.0013522570952773094
156.90965600,156909656,0.0013522570952773094
156.91018800,156910188,0.00028803758323192596
156.91072100,156910721,0.00028803758323192596
156.91124800,156911248,0.00028803758323192596
156.91177700,156911777,0.00028803758323192596
156.91251000,156912510,0.0013522570952773094
156.91253100,156912531,0.0013522570952773094
156.91308900,156913089,0.0013522570952773094
156.91361800,156913618,0.0013522570952773094
156.91414800,156914148,0.0013522570952773094
156.91467400,156914674,0.0013522570952773094
156.91521200,156915212,0.0013522570952773094
156.91574600,156915746,0.002416476607322693
156.91627200,156916272,0.002416476607322693
156.91696600,156916966,0.002416476607322693
156.91698600,156916986,0.0013522570952773094
156.91747900,156917479,0.00028803758323192596
156.91801800,156918018,0.0013522570952773094
156.91854400,156918544,0.002416476607322693
156.91908200,156919082,0.00028803758323192596
156.91961100,156919611,0.002416476607322693
156.92016500,156920165,0.002416476607322693
156.92069200,156920692,-0.0007761819288134575
156.92122200,156921222,-0.0007761819288134575
156.92174800,156921748,0.00028803758323192596
