timestamp,TimeUS,I,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,EG,EA,T,GH,AH,GHz,AHz
34.09560400,34095604,0,0.000655974552500993,-0.001760931801982224,0.0013270205818116665,-0.6891102194786072,-0.08066330850124359,-9.880024909973145,0,0,40.0,1,1,272,283
34.11117700,34111177,0,0.001285535516217351,-0.0008875907515175641,0.0009866425534710288,-0.689118504524231,-0.08067259192466736,-9.880033493041992,0,0,40.0,1,1,272,283
34.12664200,34126642,0,0.00412183441221714,-0.002388907130807638,0.0009266449487768114,-0.6891267895698547,-0.08066564798355103,-9.880041122436523,0,0,40.0,1,1,272,283
34.14261100,34142611,0,0.0038709579966962337,-0.0044195521622896194,0.0008451170288026333,-0.689134955406189,-0.08064389228820801,-9.880047798156738,0,0,40.0,1,1,272,283
34.15804500,34158045,0,0.000599666207563132,-0.003843008540570736,0.000495532585773617,-0.6891430616378784,-0.08060866594314575,-9.880053520202637,0,0,40.0,1,1,272,283
34.17354200,34173542,0,0.00011778351472457871,-0.00031225045677274466,0.0003644612443167716,-0.6891511082649231,-0.08056124299764633,-9.880058288574219,0,0,40.0,1,1,272,283
34.18911800,34189118,0,-0.00010217740054940805,0.0006253772880882025,0.00023523122945334762,-0.6891589164733887,-0.08050284534692764,-9.880062103271484,0,0,40.0,1,1,272,283
34.20507100,34205071,0,-0.001459399820305407,0.0029715283308178186,0.00025404489133507013,-0.6891667246818542,-0.08043462038040161,-9.880064964294434,0,0,40.0,1,1,272,283
34.22059800,34220598,0,-0.0007599435630254447,0.0019785193726420403,0.0003039447474293411,-0.6891744136810303,-0.08035767078399658,-9.880067825317383,0,0,40.0,1,1,272,283
34.23606700,34236067,0,0.000414920796174556,0.0025148456916213036,0.0006883764872327447,-0.6891818642616272,-0.08027302473783493,-9.880070686340332,0,0,40.0,1,1,272,283
34.25155600,34251556,0,0.00031996596953831613,0.0008696347358636558,0.0003881664015352726,-0.6891892552375793,-0.08018163591623306,-9.880073547363281,0,0,40.0,1,1,272,283
34.26758500,34267585,0,0.0005716418963856995,0.0006215446628630161,0.0006981181795708835,-0.6891962885856628,-0.08008445054292679,-9.880075454711914,0,0,40.0,1,1,272,283
34.28310500,34283105,0,-0.0007235461962409317,0.0025407099165022373,0.0010751043446362019,-0.6892032027244568,-0.07998231798410416,-9.88007640838623,0,0,40.0,1,1,272,283
34.29863400,34298634,0,0.00010289467172697186,0.00196236209012568,0.0012487164931371808,-0.6892099380493164,-0.07987605035305023,-9.88007640838623,0,0,40.0,1,1,272,283
34.31455500,34314555,0,-0.001975041115656495,0.0015654716407880187,0.00032340286998078227,-0.6892163753509521,-0.07976639270782471,-9.880075454711914,0,0,40.0,1,1,272,283
34.33006900,34330069,0,-0.0010334159014746547,-0.0005365185788832605,0.00020149241026956588,-0.6892225742340088,-0.07965405285358429,-9.880073547363281,0,0,40.0,1,1,272,283
34.34563600,34345636,0,-0.0010963319800794125,9.220690844813362e-05,7.941410149214789e-05,-0.6892285943031311,-0.07953967899084091,-9.880071640014648,0,0,40.0,1,1,272,283
34.36122500,34361225,0,0.0005621669697575271,-0.0021235800813883543,1.197102028527297e-05,-0.6892343759536743,-0.07942388206720352,-9.8800687789917,0,0,40.0,1,1,272,283
34.37732400,34377324,0,0.000893675081897527,-0.0005679489695467055,0.0010117068886756897,-0.6892399191856384,-0.07930721342563629,-9.880067825317383,0,0,40.0,1,1,272,283
34.39286700,34392867,0,-0.0010560881346464157,0.000884793815203011,0.0008641504100523889,-0.6892452239990234,-0.07926253974437714,-9.880066871643066,0,0,40.0,1,1,272,283
34.40815000,34408150,0,-0.003686164738610387,0.004766714293509722,0.0004950592410750687,-0.6892502307891846,-0.07935627549886703,-9.88006591796875,0,0,40.0,1,1,272,283
34.43987600,34439876,0,4.638880729675293,4.6449408531188965,4.642001628875732,-0.6891826391220093,-0.07950393110513687,-9.878979682922363,0,0,40.0,1,1,272,283
34.47071600,34470716,0,6.0522966384887695,6.051118850708008,6.052552223205566,-0.688976526260376,-0.07962802797555923,-9.875964164733887,0,0,40.0,1,1,271,283
34.50212100,34502121,0,0.8274250626564026,0.8258396983146667,0.8263280391693115,-0.6887167692184448,-0.0797300785779953,-9.872424125671387,0,0,40.0,1,1,271,283
34.53311400,34533114,0,-0.3143787384033203,-0.316130667924881,-0.31457874178886414,-0.6884813904762268,-0.07981158792972565,-9.869359016418457,0,0,40.0,1,1,271,283
34.56460400,34564604,0,-0.24312788248062134,-0.24582694470882416,-0.24313884973526,-0.6882690787315369,-0.07987399399280548,-9.866594314575195,0,0,40.0,1,1,271,283
34.59568200,34595682,0,-0.05248579382896423,-0.05338140204548836,-0.05228443443775177,-0.688078761100769,-0.07991868257522583,-9.864116668701172,0,0,40.0,1,1,271,283
34.62715200,34627152,0,0.012965862639248371,0.014075551182031631,0.014662629924714565,-0.6879091262817383,-0.07994698733091354,-9.861909866333008,0,0,40.0,1,1,271,283
34.65810400,34658104,0,0.012337476946413517,0.013314832001924515,0.013864440843462944,-0.6877593398094177,-0.07996018975973129,-9.859959602355957,0,0,40.0,1,1,271,283
34.68953300,34689533,0,0.002802225761115551,0.003392001148313284,0.0034140083007514477,-0.6876280307769775,-0.07995952665805817,-9.85824966430664,0,0,40.0,1,1,271,283
34.72057700,34720577,0,-0.001572866691276431,0.0005811711307615042,5.3027080866741017e-05,-0.6875142455101013,-0.07994619011878967,-9.856766700744629,0,0,40.0,1,1,271,283
